internal_taxon_name;taxonKey
Crocallis dardoinaria;1990533
Cryphia claudiae;10805873
Cryphia pallida;1795180
Bryophila petrea;7831841
Bryophila vandalusiae;8304206
Cucullia santolinae;5109624
Cucullia scrophulariphaga;8368811
Epirrhoe timozzaria;1964581
Eremohadena chenopodiphaga;4533074
Eublemma elychrysi;4532218
Eupithecia cocciferata;1983101
Eupithecia lentiscata;1983878
Eupithecia poecilata;1983439
Eupithecia scopariata;1983039
Eupithecia unedonata;157947809
Euxoa haverkampfi;1773065
Evisa schawerdae;1774006
Hadena sancta;1787905
Horisme predotai;1971932
Hylaea pinicolaria;5143645
Idaea attenuaria;5146774
Idaea efflorata;5147560
Idaea litigiosaria;5147155
Idaea mediaria;8067894
Idaea obliquaria;5147536
Idaea typicata;5147002
Isturgia assimilaria;4525082
Isturgia homochromata;9415960
Larentia malvata;7420276
Leucania joannisi;5111147
Lycophotia erythrina;1794609
Ocneria atlantica;9331464
Macaria ichnusae;8810797
Mniotype adjaciensis;11440719
Mniotype anilis;4533350
Mniotype spinosa;4533362
Leucania punctosa;5111513
Nola kruegeri;4534777
Ocnogyna corsicum;1805126
Omia cyclopea;5113553
Orgyia corsica;1819911
Orgyia rupestris;1819921
Pachycnemia tibiaria;1966358
Caradrina noctivaga;4534240
Parascotia nisseni;1780149
Pareulype casearia;4523699
Caradrina germainii;1765073
Pseudoterpna coronillaria;9137631
Pseudoterpna corsicaria;1987537
Pseudozarba bipartita;1764174
Pyropteron meriaeformis;4525901
Sardocyrnia bastelicaria;1977299
Scopula honestata;5145823
Scotopteryx obvallaria;1957636
Scotopteryx proximaria;1957823
Cucullia caninae;5109550
Solitanea mariae;1966052
Standfussiana insulicola;1778515
Tephronia codetaria;4524562
Tephronia cyrnea;4524556
Thysanoplusia daubei;4532908
Triphosa petronata;1969992
Xanthorhoe sardisjuncta;10809362
Zygaena corsica;5105941
Agrotis lata;1771143
Anthracia ephialtes;5113400
Araeopteron ecphaea;1779258
Cilix hispanica;4527355
Dyscia govii;9585248
Idaea rhodogrammaria;5146852
Leucochlaena turatii;1775317
Xanthorhoe oxybiata;1986250
Agriopis budashkini;9129731
Arytrura musculus;1777695
Biston rosenbaueri;10150871
Boudinotiana touranginii;4522972
Brachodes compar;4525670
Brachodes nana;165781851
Colostygia sericeata;1988571
Dichagyris orientis;165795528
Idaea leipnitzi;8918216
Nychiodes obscuraria;1955883
Scopula vigilata;5145333
Acrapex taurica;4534387
Agrochola castanea;NA
Agrochola orientalis;4533098
Agrotis sabine;NA
Allophyes asiatica;1775930
Ammoconia aholai;5110586
Autophila luxuriosa;8917237
Bryophila maeonis;8724397
Bryophila microphysa;8777187
Caradrina atriluna;4534244
Caradrina levantina;4534249
Cardepia hartigi;1794548
Catarhoe hortulanaria;1964180
Chamaesphecia minor;1941368
Chesias rhegmatica;165337345
Chiasmia sareptanaria;9179830
Chondrostega pastrana;1733267
Coenotephria schneideraria;10646537
Conistra rubricans;4533158
Crocallis cypriaca;4524762
Cucullia barthae;5109541
Culpinia prouti;1972107
Dichagyris adelfi;4533876
Dichagyris endemica;4533872
Dryobotodes servadeii;1789280
Dyscia simplicaria;1959466
Eilema muscula;5116679
Ennomos lissochila;4524418
Episema kuorion;NA
Eublemma straminea;4532247
Eublemma suppura;1797862
Eumannia arenbergeri;4524450
Eumera mulier;1962135
Eupithecia cerussaria;1983409
Eupithecia dubiosa;165669349
Eupithecia marginata;165669310
Eupithecia reisserata;4523860
Euxoa hemispherica;1773399
Euxoa zernyi;1773157
Furcula interrupta;1822563
Heteropalpia vetusta;1779751
Holoterpna pruinosata;1988247
Hypenodes cypriaca;4532677
Idaea completa;157949692
Idaea inclinata;5147342
Idaea intermedia;5146894
Idaea mimosaria;5147207
Idaea palaestinensis;5146921
Idaea peluraria;5146627
Idaea textaria;5147412
Idaea tineata;5147368
Idaea troglodytaria;5147068
Isturgia berytaria;4525089
Lasiocampa terreni;1734718
Lenisa wiltshirei;4534457
Leucania palaestinae;5111227
Leucochlaena muscosa;1775315
Lithostege palaestinensis;1964405
Luperina diversa;1770297
Mattia callidaria;10707132
Micronoctua karsholti;1802856
Myinodes shohami;1955591
Noctua warreni;1789728
Nola aegyptiaca;4534772
Nychiodes aphrodite;4524583
Ocneria samarita;NA
Ocnogyna clathrata;165818881
Oncocnemis arenbergeri;1793126
Orthosia cypriaca;8806502
Orthostixis cinerea;1978225
Oulobophora externaria;1960002
Parascotia detersa;1780145
Parascotia robiginosa;1780154
Paropta l-nigrum;1731107
Paropta paradoxus;4525627
Pericyma albidentaria;1781502
Pericyma squalens;1781525
Perigrapha wimmeri;8753105
Polymixis alaschja;4533324
Polymixis ancepsoides;4533296
Polymixis aphrodite;4533332
Polymixis iatnana;1780973
Polymixis manisadjiani;4533287
Pseudenargia troodosi;4534322
Pseudoterpna rectistrigaria;1987535
Rivula tanitalis;1769914
Scopula decolor;5144792
Scopula luridata;157948898
Scopula sacraria;157948874
Scopula uberaria;9218122
Selidosema tamsi;1970236
Smerinthus kindermannii;4526725
Thaumetopoea wilkinsoni;1824117
Thysanoplusia circumscripta;4532905
Xanthorhoe pederi;10386632
Xestia palaestinensis;5112319
Bembecia stiziformis;4525828
Caradrina zandi;4534241
Blepharita amica;1776067
Odontosia sieversii;1826033
Pygaera timon;7875265
Thaumetopoea pinivora;1824129
Amphipoea crinanensis;1771391
Autographa macrogamma;1792499
Autographa mandarina;1792431
Catocala adultera;8355390
Catocala pacta;1797374
Dysstroma latefasciata;9812211
Protarchanara brevilinea;4534403
Cucullia praecana;5109584
Euxoa adumbrata;4533814
Euxoa lidia;4533817
Euxoa ochrogaster;1772977
Heterothera serraria;4523979
Hydraecia nordstroemi;177557036
Macaria loricaria;7657419
Syngrapha diasema;1786007
Syngrapha microgamma;1785985
Axia nesiota;5976903
Camptogramma grisescens;4524381
Charissa subtaurica;4524925
Coenocalpe millierata;1988506
Euchalcia emichi;1770534
Eupithecia antalica;4523879
Menophra berenicidaria;1988054
Ocnogyna nogelli;165818886
Omphalophana serrata;1795483
Paidia cinerascens;1807966
Perigrapha sellingi;9060267
Polymixis bischoffii;1780922
Agrochola mansueta;1790131
Dyscia crassipunctaria;1959447
Lygephila amasina;1791129
Ocneria lapidicola;NA
Acantholipes regularis;4532488
Acanthovalva inconspicuaria;157944048
Agrotis herzogi;1771163
Caradrina agrotina;4534269
Cardepia sociabilis;1794532
Charissa staudingeri;205252688
Chersotis obnubila;4533599
Dichagyris forficula;1789357
Docirava musculata;10632797
Epirrita terminassianae;4523555
Eupithecia ultimaria;1983528
Hoyosia cretica;4522319
Idaea ossiculata;5147055
Mythimna prominens;1767674
Nola harouni;4534776
Oligia grisescens;1766478
Orectis massiliensis;5110025
Perigrapha cilissa;5108826
Polyploca korbi;1951722
Rhoptria dolosaria;4525114
Xylocampa hethitica;1768142
Zekelita ravalis;1785260
Autographa excelsa;1792475
Caradrina albina;1765010
Caradrina petraea;1765031
Chersotis andereggii;1766734
Cryptocala chardinyi;1793986
Eversmannia exornata;8943343
Lycia lapponaria;8035782
Malacodea regelaria;1981779
Mniotype bathensis;4533342
Netrocerocora quadrangula;1769327
Nola karelica;4534791
Phyllodesma japonica;1732665
Pyrrhia exprimens;1779633
Victrix umovii;4532875
Xanthorhoe annotinata;1986191
Xestia borealis;7727533
Xylomoia graminea;1772457
Xylomoia strix;1772458
Polychrysia esmeralda;1783861
Arctia  alpina;11103469
Lasionycta secedens;4534221
Arctia menetriesii;10207066
Cucullia boryphora;5109738
Entephria byssata;5149596
Entephria polata;5149529
Eupithecia fennoscandica;1984053
Eupithecia groenblomi;1982980
Gazoryctra uralensis;11055114
Hillia iris;1794102
Lasionycta leucocycla;1760771
Lasionycta skraelingia;1760762
Lasionycta staudingeri;1760741
Arctia lapponica;8445365
Polia vesperugo;5110732
Polia lamuta;7626507
Polia richardsoni;7562096
Actebia squalida;4533820
Eremohadena immunda;4533076
Psychophora sabini;1987002
Scopula frigidaria;5145067
Sympistis heliophila;1772013
Sympistis lapponica;1772008
Synanthedon polaris;1940540
Syngrapha parilis;1785981
Xanthorhoe abrasaria;1986623
Xestia brunneopicta;8688267
Xestia distensa;8288089
Xestia gelida;7770613
Xestia laetabilis;5715002
Xestia lyngei;5714958
Xestia quieta;5714972
Xestia tecta;5714981
Apamea kuusamoensis;10896542
Arctia alpina;11103469
Lasionycta dovrensis;1760767
Synanthedon aurivillii;1940528
Xestia atrata;4301177
Chelis puengeleri;165806034
Brachodes laeta;165781846
Peribatodes aragonis;NA
Acontia viridisquama;8799777
Adactylotis contaminaria;1973327
Adactylotis gesticularia;1973323
Adalbertia castiliaria;1963755
Aglaope infausta;1754183
Agrochola blidaensis;1789984
Agrochola meridionalis;1790085
Agrotis alexandriensis;4533694
Agrotis chretieni;1770946
Agrotis graslinii;1770776
Agrotis mayrorum;9978170
Agrotis mazeli;10618309
Agrotis turatii;1771074
Amephana anarrhini;1775299
Amephana aurita;1775301
Anthometra plumularia;5147794
Antilurga alhambrata;1966854
Apamea alpigena;9209585
Trigonophora haasi;4533276
Arctia tigrina;5115854
Athroolopha latimargo;1968685
Athroolopha pennigeraria;1968686
Axia margarita;5976910
Bembecia fibigeri;4525817
Bembecia himmighoffeni;4525850
Bembecia sirphiformis;4525813
Brachodes funebris;4525671
Brachyglossina exilaria;11078181
Bryonycta pineti;1794351
Calamodes occitanaria;1988390
Caradrina ibeasi;1765042
Casilda consecraria;4523461
Catarhoe mazeli;4524319
Catocala optata;1797542
Chamaesphecia mysiniformis;1941318
Chamaesphecia ramburi;1941380
Charissa crenulata;4524966
Chelis simplonica;4532569
Chersotis larixia;1766751
Chersotis oreina;1766823
Chesias isabella;1962961
Eucoptocnemis optabilis;4533937
Cleonymia yvanii;1774878
Clytie illunaris;8193562
Colostygia stilpna;1988540
Conistra alicia;1768845
Conistra daubei;1768741
Conistra gallica;1768781
Conistra staudingeri;1768727
Cryphia lusitanica;1795356
Cucullia cemenelensis;5109513
Cucullia cineracea;5109700
Cucullia scrophulariphila;5109705
Diarsia guadarramensis;4533429
Dichagyris celsicola;4533831
Dichagyris constanti;1789350
Dichagyris vallesiaca;1789363
Digrammia rippertaria;4525070
Anarta pugnax;4534170
Dyscia lentiscaria;1959436
Dyscia penulataria;1959423
Dyscia royaria;7389850
Ecleora solieraria;1986877
Eilema uniola;5117046
Ekboarmia sagnesi;1964840
Elophos andereggaria;1978609
Yezognophos sproengertsi;11079612
Sciadia unicoloraria;11019795
Isturgia miniosaria;4525103
Entephria caeruleata;5149528
Entephria contestata;5149502
Episema grueneri;1786658
Eremohadena halimi;4533078
Eublemma pura;4532264
Euchalcia bellieri;1770537
Eupithecia cooptata;1982731
Eupithecia dissertata;1983570
Eupithecia liguriata;1983773
Eupithecia massiliata;1983088
Eupithecia rosmarinata;1983810
Eupithecia santolinata;1983468
Eupithecia senorita;4523803
Eupithecia variostrigata;1983160
Eurranthis plummistaria;4524541
Scopula rufomixtaria;9103615
Hadena consparcatoides;1787725
Heterogynis pravieli;4522308
Heterogynis valdeblorensis;4522311
Hoplodrina hesperica;1784843
Hospitalia flavolineata;1991846
Hoyosia codeti;1752383
Hydraecia osseola;1796643
Hydria montivagata;4523735
Idaea alyssumata;5147099
Idaea carvalhoi;5146420
Idaea cervantaria;5147437
Idaea dromikos;8770244
Idaea joannisiata;5146651
Idaea libycata;5147300
Idaea luteolaria;5146548
Idaea mancipiata;5146619
Idaea nexata;8143939
Idaea predotaria;5146440
Idaea sardoniata;5147259
Idaea subsaturata;5146920
Idaea vesubiata;5146666
Itame vincularia;7996464
Jordanita hispanica;5768151
Clemathada calberlai;4533957
Lithostege duponcheli;1964475
Lophoterges millierei;1769029
Luperina irritaria;NA
Lycophotia cissigma;1794606
Menophra harterti;4524513
Menophra nycthemeraria;1988007
Metopoceras felicina;1783777
Neoharpyia verbasci;1824075
Nola dresnayi;4534790
Nola thymula;4534787
Ocnogyna zoraida;165818889
Odice blandula;4532275
Odice jucunda;4532283
Onychora agaritharia;1988762
Orgyia aurolimbata;1819941
Orgyia trigotephras;1819928
Unchelea myodea;4534391
Oxicesta chamoenices;4534733
Oxicesta serratae;1764712
Gufria limosa;11529292
Parahypopta radoti;1730706
Parascotia lorai;1780153
Pardoxia graellsii;4534757
Peribatodes perversaria;1957579
Perigune convergata;9398622
Pharmacis bertrandi;7564665
Pharmacis pyrenaicus;8195886
Phyllodesma suberifolia;1732680
Phyllometra gracilaria;1985564
Polymixis argillaceago;7664771
Polymixis dubia;1780928
Olivenebula xanthochloris;4532986
Pseudenargia ulicis;1774959
Psilogaster loti;1733620
Psodos alpmaritima;10700431
Psodos belzebuth;10850303
Psodos pyrenaica;10716300
Pyropteron hispanica;4525864
Raphia hybris;5108958
Recoropha canteneri;1772255
Scopula rubellata;5145211
Scotopteryx alfacaria;1957822
Scotopteryx coelinaria;1957673
Scotopteryx angularia;4524320
Scotopteryx peribolata;8172949
Selidosema taeniolaria;1970259
Setina flavicans;9009963
Cucullia reisseri;5109708
Stilbia anomala;1789481
Stilbia calberlae;1789490
Stilbia faillae;1789477
Stilbia philopalis;1789491
Stygia australis;5977319
Pyropteron atlantis;4525865
Synanthedon codeti;1940614
Tephronia espaniola;4524570
Thalpophila vitalba;165292276
Thetidia plusiaria;165836526
Trichiura castiliana;1732456
Trichiura ilicis;1732457
Trigonophora crassicornis;1763701
Trigonophora jodea;1763703
Zygaena anthyllidis;5106821
Zygaena contaminei;5105993
Zygaena erythrus;5105906
Zygaena hilaris;5106894
Zygaena lavandulae;5105929
Zygaena occitanica;5107470
Zygaena rhadamanthus;7870336
Zygaena romeo;7542012
Zygaena sarpedon;8111395
Adscita dujardini;9421494
Agrochola lactiflora;1790049
Brachodes pumila;4525678
Bryophila galathea;7477669
Cataclysme uniformata;1977971
Chersotis anatolica;1766771
Chesias angeri;1962974
Crocota pseudotinctaria;4524655
Dysauxes servula;1814625
Eublemma pallidula;11808581
Eugnorisma insignata;4533673
Euxoa deserta;1773639
Hecatera weissi;1789073
Heterogynis penella;7886601
Idaea incisaria;5147212
Idaea mustelata;5147424
Luteohadena andalusica;4534017
Lycia florentina;8955497
Lythria sanguinaria;1959672
Megametopon grisolaria;5149349
Mniotype occidentalis;4533344
Nola infantula;9894093
Nychiodes notarioi;4524588
Rhyacia caradrinoides;1790650
Sideridis egena;1775105
Tephronia lhommaria;10004969
Toulgoetia cauteriata;1959799
Triphosa tauteli;4523707
Xanthorhoe majorata;1986394
Afriberina tenietaria;1969106
Apamea ferrago;177553092
Nychiodes andalusiaria;9075893
Pachypasa limosa;1732195
Pharmacis anselminae;8837513
Autophila maura;1777312
Cucullia achilleae;5109536
Ocnogyna boeticum;1805110
Pyropteron koschwitzi;4525899
Hippotion osiris;1862349
Adscita capitalis;4522769
Agrochola schreieri;4533087
Agrotis haifae;1771288
Ammoconia reisseri;5110599
Apamea baischi;4534477
Aplocera annexata;1984984
Aporophyla chioleuca;1760867
Autophila libanotica;1777293
Bembecia fokidensis;4525834
Bembecia lomatiaeformis;4525837
Bembecia priesneri;4525854
Brachodes beryti;165781832
Bryophila strobinoi;9013391
Caradrina zernyi;1764930
Catocala brandti;165786141
Chamaesphecia anatolica;165786872
Chamaesphecia gorbunovi;165786886
Charissa dubitaria;4524927
Charissa peloponnesiaria;9305916
Charissa zeitunaria;4524965
Chersotis capnistis;1766789
Chersotis zukowskyi;1766754
Conistra iana;4533164
Teinoptera oliva;4532773
Cryphia amygdalina;1795364
Dichagyris erubescens;1789397
Dichagyris gracilis;4533877
Dichagyris rhadamanthys;1789379
Dichagyris soror;4533868
Dyspessa aphrodite;4525651
Dyspessa emilia;1731253
Enanthyperythra legataria;4524978
Eriogaster inspersa;5101645
Eublemma ochreola;1797895
Euchalcia siderifera;1770535
Eulithis peloponnesiaca;1965839
Eupithecia fuscicostata;1984126
Eupithecia mystica;11554485
Eupithecia pindosata;11670954
Eupithecia sutiliata;1982749
Euxoa derrae;4533812
Euxoa penelope;4533816
Scopula diffinaria;8902468
Hadena pumila;165803564
Heterogynis sondereggeri;11888148
Hyles cretica;4526792
Hypenodes kalchbergi;4532679
Idaea millesima;NA
Lomaspilis bithynica;5149421
Lophoterges hoerhammeri;4532730
Mythimna umbrigera;5772174
Negotinthia hoplisiformis;10355665
Nothocasis rosariae;9053410
Ocnogyna loewii;1805111
Odontognophos zacharia;1958063
Ortaliella gruneraria;4525037
Panemeria viehmanni;NA
Phragmacossia albida;4525662
Pyropteron umbrifera;4525906
Scopula subtilata;165831832
Stamnodes depeculata;1965052
Stenoecia dos;1794285
Stilbina olympica;1758870
Synanthedon geranii;4525766
Thaumetopoea hellenica;9847737
Xanthorhoe friedrichi;4524227
Euchalcia italica;1770523
Phragmacossia minos;4525661
Hypenodes pannonica;4532678
Jordanita fazekasi;5768172
Phyllometra culminaria;1985561
Saragossa porosa;4533995
Hypocoena stigmatica;4534521
Rhyacia quadrangula;1790602
Epirrita filigrammaria;4523558
Brahmaea europaea;4526901
Adscita italica;4522766
Agrochola orejoni;1789987
Agrochola prolai;1790022
Agrotis proverai;4533730
Amata ragazzii;1808200
Athroolopha chrysitaria;1968691
Bembecia hymenopteriformis;4525835
Brachodes powelli;165781857
Bryophila amoenissima;8975634
Calamodes melanaria;1988391
Caradrina abruzzensis;4534266
Chamaesphecia staudingeri;165786903
Chesias capriata;1962977
Cleta ramosaria;8916930
Coenotephria antonii;9887482
Colostygia kitschelti;1988672
Compsoptera argentaria;1955483
Crocallis auberti;1990567
Crocallis boisduvaliaria;4524765
Dicrognophos siciliana;NA
Eublemma caprearum;1797883
Psodos baldensis;4524849
Scopula alba;8959383
Hemistola siciliana;1991167
Heterogynis eremita;165260583
Horisme exoletata;1971946
Hydriomena sanfilensis;1979285
Hylaea mediterranea;9878032
Idaea fractilineata;5147395
Idaea longaria;5147058
Idaea mutilata;5146846
Isturgia messapiaria;11699331
Isturgia sparsaria;10395540
Isturgia spodiaria;4525093
Jordanita tenuicornis;5768165
Leucochlaena seposita;1775316
Luperina kruegeri;1770358
Luperina samnii;1770351
Luperina tiberina;1770293
Megalycinia serraria;4524625
Metopoceras omar;1783748
Nebula carlae;10374619
Nychiodes ragusaria;1955846
Omia banghaasi;5113555
Pharmacis aemilianus;8912441
Pharmacis claudiae;9062996
Phytometra sanctiflorentis;1760244
Psodos wehrlii;4524839
Ptilophora variabilis;139582324
Rhegmatophila ricchelloi;1823603
Rhodostrophia pudorata;1967025
Sciadia dolomitica;4524651
Scopula scalercii;8854760
Selidosema ambustaria;1970239
Selidosema erebaria;4524605
Stygioides italica;NA
Tephronia theophilaria;10737481
Thaumetopoea mediterranea;11778528
Xanthorhoe disjunctaria;1986370
Xanthorhoe vidanoi;1986144
Xylocampa mustapha;1768148
Xylomoia stangelmaieri;4534529
Zygaena oxytropis;5106539
Zygaena rubicundus;165285458
Ptilophora nebrodensis;9334019
Smerinthus caecus;1862572
Amata nigricornis;1808195
Sazonia fenusaeformis;205252660
Allophyes cretica;1775915
Apamea minoica;4534490
Aplocera cretica;9001841
Bembecia blanka;4525832
Caradrina minoica;4534256
Chamaesphecia minoica;4525749
Coenotephria christlae;10250010
Crocallis helenaria;4524764
Cryphia electra;8756915
Cryphia omalosi;8816264
Cyclophora ariadne;5149668
Stygioides persephone;9508306
Dichagyris insula;4533866
Episema gozmanyi;1786673
Eublemma zillii;4532252
Tephronia psyloritaria;NA
Euxoa heringi;1772938
Euxoa malickyi;4533743
Chiasmia syriacaria;4525076
Ocneria eos;1819700
Paidia minoica;165820887
Pareulype lasithiotica;1975350
Peribatodes omalensis;NA
Rhodostrophia cretacaria;1966983
Scopula mentzeri;8839284
Standfussiana defessa;1778513
Standfussiana sturanyi;1778502
Ennomos duercki;4524419
Brachodes albina;4525668
Eupithecia mandarinca;NA
Hypenodes crimeana;4532680
Cerura intermedia;1825149
Aspitates mundataria;170512697
Bembecia crimeana;210582748
Drasteria caucasica;8837162
Eupithecia karadaghensis;165669511
Ithysia pravata;1975831
Jordanita volgensis;5768157
Lemonia ballioni;5125089
Negotinthia efetovi;210582473
Orgyia dubia;6122092
Scopula orientalis;5144827
Zygaena dorycnii;5107485
Eupithecia extensaria;157947811
Cucullia virgaureae;5109615
Oncocnemis confusa;1793077
Eupithecia atlanticata;1982677
Agrotis atrux;1770965
Agrotis rutae;1771223
Eupithecia latipennata;1983960
Euplexia dubiosa;1776645
Hadena atalantica;1787759
Hadena karsholti;4534092
Herbulotina maderae;4523945
Idaea atlantica;5146785
Idaea maderae;5146691
Luperina madeirae;4534546
Menophra maderae;1988089
Mesapamea maderensis;1788442
Mniotype albostigmata;4533364
Mniotype inexspectata;NA
Mythimna serradaguae;9502078
Noctua teixeirai;1789749
Nyctobrya maderensis;4532817
Xenochlorodes magna;1954486
Xenochlorodes nubigena;1954481
Cardepia affinis;1794534
Phlogophora wollastoni;1782530
Scopula irrorata;5145096
Xanthorhoe rupicola;1986558
Agrotis lasserrei;4533700
Anarta deserticola;165775686
Anarta sabulorum;165775692
Anumeta cestis;1765636
Brachyglossina manicaria;NA
Bryopsis segunai;4532810
Cerocala scapulosa;1780869
Cleonymia chabordis;165788703
Cucullia biskrana;8785647
Cucullia improba;5109610
Anarta sabulosum;NA
Horisme scorteata;1971852
Hyles sammuti;4526830
Lithostege fissurata;165811715
Mniotype deluccai;4533355
Rhabinopteryx subtilis;1772344
Conisania cervina;1788775
Psodos werneri;NA
Eilema bipuncta;5116928
Euxoa mendelis;4533805
Eupithecia furcata;1983734
Hadena perpetua;4534134
Rhodostrophia badiaria;1967030
Anarta colletti;4534196
Anarta furca;11748334
Stegania dalmataria;5149850
Adscita bolivari;4522746
Adscita jordani;4522771
Adscita schmidti;4522775
Aegle vespertinalis;1788734
Afriberina salemae;NA
Afriberina terraria;1969111
Agrius cingulata;5123636
Agrotis boeticus;4533696
Agrotis charoae;4533725
Agrotis sabulosa;1771211
Allophyes alfaroi;1775913
Almeria kalischata;1991532
Amygdaloptera testaria;1967232
Anarta gredosi;4534188
Apamea arabs;1795862
Arctia angelica;NA
Arctia dejeanii;11812181
Artimelia latreillii;4532614
Atethmia algirica;4533211
Bembecia astragali;9238169
Brachodes gaditana;NA
Brachyglossina hispanaria;4523244
Bryophila microglossa;9189459
Bustilloxia saturata;5768597
Calophasia hamifera;1796422
Catocala mariana;1797324
Catocala oberthuri;4532483
Chamaesphecia maurusia;1941336
Charissa predotae;4524961
Chondrostega vandalicia;1733270
Cilix algirica;4527356
Cirrhia austauti;1771635
Cleonymia diffluens;1774873
Cleonymia pectinicornis;165788708
Cleta perpusillaria;9067749
Colostygia hilariata;1988567
Coscinia benderi;5117202
Coscinia chrysocephala;5117213
Crocallis albarracina;1990536
Cucullia erythrocephala;5109543
Cyclophora hyponoea;5149731
Cyclophora serveti;9061717
Dasypteroma thaumasia;1991857
Denticucullus mabillei;4534406
Dichagyris fidelis;4533874
Dyscia distinctaria;1959473
Earias albovenosana;1803067
Eilema predotae;5116943
Ekboarmia miniaria;9334960
Epirrhoe sandosaria;4524290
Eremopola orana;4534341
Eublemma candicans;4532262
Eugnorisma arenoflavida;4533663
Eupithecia pantellata;1982779
Eupithecia weissi;1982793
Euxoa oranaria;1773690
Heterogynis chapmani;NA
Heterogynis cynetis;11217004
Heterogynis paradoxa;1751859
Heterogynis yerayi;NA
Idaea alicantaria;5147165
Idaea barbuti;9322631
Idaea bigladiata;5147071
Idaea blaesii;8765462
Idaea consanguiberica;5147041
Idaea figuraria;5146525
Idaea lusohispanica;5146927
Idaea lutulentaria;5146899
Idaea nigrolineata;5146553
Idaea robiginata;5146821
Idaea simplicior;5147059
Idaea urcitana;5146786
Lemonia philopalus;5125074
Macrothylacia digramma;1732419
Metopoceras khalildja;1783768
Myinodes interpunctaria;1955590
Nola tutulella;1801834
Odice pergrata;4532277
Ortaliella perspersata;NA
Paysandisia archon;1941864
Perconia baeticaria;1970299
Phyllodesma kermesifolia;1732697
Saragossa seeboldi;1778319
Selidosema pyrenaearia;1970238
Setina cantabrica;8943908
Stilbia andalusiaca;4532787
Streblote panda;1733755
Isturgia pulinda;4525106
Thaumetopoea herculeana;1824121
Xanthorhoe iberica;1986604
Xestia trifida;5112162
Eupithecia aggregata;1984136
Acontia candefacta;9038042
Acontia melanura;8944900
Agrotis trifurca;1770874
Deserticossus volgensis;4525634
Dysgonia rogenhoferi;4532439
Euxoa mustelina;1773540
Garella musculana;4534798
Heterogynis rakosyi;NA
Lithostege coassata;1964408
Lygephila lubrica;4532402
Polia cherrug;8985797
Pyropteron cirgisa;4525891
Saragossa siccanorum;1778316
Schistostege nubilaria;1967147
Schrankia balneorum;5113026
Sidemia spilogramma;1765928
Weismanniola agdistiformis;1940499
Apamea leucodon;1796078
Cucullia lindei;5109519
Idaea descitaria;5147098
Resapamea hedeni;4534454
Zygaena centaureae;5106160
Amata caspia;1808348
Argyrospila succinea;1792601
Brachylomia uralensis;1779712
Catocala neonympha;4532463
Chelis dahurica;4532567
Chersotis transiens;1766770
Cinglis humifusaria;1963588
Cucullia inderiensis;5109560
Cucullia splendida;5109577
Dichagyris lutescens;4533839
Eriogaster neogena;4571469
Eriopygodes impar;NA
Eublemma pusilla;9728741
Euxoa basigramma;165445398
Feralia sauberi;4534701
Furcula aeruginosa;1822568
Lacydes spectabilis;9208093
Mythimna albiradiosa;1767652
Mythimna deserticola;1767694
Mythimna velutina;9179857
Panchrysia ornata;1780483
Perigrapha circumducta;5108818
Phaselia serrularia;1963745
Phidrimana amurensis;4534689
Pseudohermonassa melancholica;1785405
Scopula divisaria;9194811
Xestia kollari;8856542
Zekelita ravulalis;4532364
Caradrina expansa;1764990
Cardepia irrisoria;1794536
Cucullia magnifica;5109604
Dichagyris duskei;4533894
Dichagyris eremicola;1789322
Dichagyris squalorum;1789311
Drasteria picta;8736559
Eugnorisma miniago;4533669
Euxoa christophi;1773016
Euxoa foeda;1773235
Euxoa tristis;1772983
Lithostege infuscata;1964395
Nycteola kuldzhana;5114355
Tholera hilaris;1771519
Arctia subnebulosa;11470719
Dichagyris celebrata;165795507
Nyssocnemis eversmanni;1761442
Panchrysia dives;1780486
Rhiza minuta;4533070
Agrotis characteristica;1771050
Agrotis frater;1770948
Agrotis iremeli;4533682
Agrotis psammocharis;165446533
Agrotis villosus;4533727
Amata transcaspica;1808387
Amphipyra molybdea;1766194
Anarta actinobola;4534177
Anarta halolimna;4534152
Anarta hoplites;4534155
Anumeta atrosignata;1765643
Anumeta fractistrigata;1765642
Anumeta henkei;1765620
Anumeta spilota;1765608
Apamea groenlandica;NA
Arctia ornata;165824043
Aspitates albaria;1967320
Aspitates forbesi;1967286
Aspitates orciferaria;1967315
Aspitates taylorae;1967323
Autophila chamaephanes;1777296
Bembecia pallasi;10695104
Bembecia rossica;210582686
Bembecia sareptana;1940820
Bembecia volgensis;4525833
Brachodes fulgurita;165781841
Brachyxanthia zelotypa;1774063
Caradrina fergana;1764946
Caradrina fulvafusca;4534237
Catocala detrita;1797293
Cerura przewalskii;4534835
Charissa difficilis;NA
Charissa turfosaria;209543994
Chersotis stridula;1766780
Chilena sordida;1732858
Cucullia amota;5109710
Cucullia propinqua;5109482
Cucullia spectabilisoides;8931590
Dasypolia timoi;4533239
Dendrolimus sibiricus;1733405
Deserticossus arenicola;4525635
Deserticossus campicola;4525632
Deserticossus sareptensis;4525638
Dichagyris latipennis;4533891
Dichagyris lux;4533895
Dichagyris multicuspis;4533853
Dichagyris squalidior;1789347
Dichagyris terminicincta;165795538
Dichagyris tyrannus;1789401
Drasteria flexuosa;9214608
Drasteria pseudopicta;NA
Drasteria rada;8927420
Drasteria sesquistria;8823007
Drasteria tenera;9175315
Dyschloropsis impararia;1972415
Dyscia malatyana;1959454
